ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
v_dekwanamaquiritarimaqu1238-myBS-1,,v_dekwanamaquiritarimaqu1238,myBS,honɨ,honɨ,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-myBS-2,,v_dekwanamaquiritarimaqu1238,myBS,honɨ-kə,honɨ-kə,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-meBD-1,,v_dekwanamaquiritarimaqu1238,meBD,hāse,hāse,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-myBD-1,,v_dekwanamaquiritarimaqu1238,myBD,hāse,hāse,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-meZS-1,,v_dekwanamaquiritarimaqu1238,meZS,honɨ,honɨ,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-meZS-2,,v_dekwanamaquiritarimaqu1238,meZS,honɨ-kə,honɨ-kə,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-myZS-1,,v_dekwanamaquiritarimaqu1238,myZS,honɨ,honɨ,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-myZS-2,,v_dekwanamaquiritarimaqu1238,myZS,honɨ-kə,honɨ-kə,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-meZD-1,,v_dekwanamaquiritarimaqu1238,meZD,hāse,hāse,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-myZD-1,,v_dekwanamaquiritarimaqu1238,myZD,hāse,hāse,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFeBS-1,,v_dekwanamaquiritarimaqu1238,mFeBS,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFeBS-2,,v_dekwanamaquiritarimaqu1238,mFeBS,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFyBS-1,,v_dekwanamaquiritarimaqu1238,mFyBS,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFyBS-2,,v_dekwanamaquiritarimaqu1238,mFyBS,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFeZS-1,,v_dekwanamaquiritarimaqu1238,mFeZS,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFeZS-2,,v_dekwanamaquiritarimaqu1238,mFeZS,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFyZS-1,,v_dekwanamaquiritarimaqu1238,mFyZS,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFyZS-2,,v_dekwanamaquiritarimaqu1238,mFyZS,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFeBD-1,,v_dekwanamaquiritarimaqu1238,mFeBD,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFeBD-2,,v_dekwanamaquiritarimaqu1238,mFeBD,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFyBD-1,,v_dekwanamaquiritarimaqu1238,mFyBD,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFyBD-2,,v_dekwanamaquiritarimaqu1238,mFyBD,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFeZD-1,,v_dekwanamaquiritarimaqu1238,mFeZD,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFeZD-2,,v_dekwanamaquiritarimaqu1238,mFeZD,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFyZD-1,,v_dekwanamaquiritarimaqu1238,mFyZD,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFyZD-2,,v_dekwanamaquiritarimaqu1238,mFyZD,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMeBS-1,,v_dekwanamaquiritarimaqu1238,mMeBS,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMeBS-2,,v_dekwanamaquiritarimaqu1238,mMeBS,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMyBS-1,,v_dekwanamaquiritarimaqu1238,mMyBS,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMyBS-2,,v_dekwanamaquiritarimaqu1238,mMyBS,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMeZS-1,,v_dekwanamaquiritarimaqu1238,mMeZS,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMeZS-2,,v_dekwanamaquiritarimaqu1238,mMeZS,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMyZS-1,,v_dekwanamaquiritarimaqu1238,mMyZS,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMyZS-2,,v_dekwanamaquiritarimaqu1238,mMyZS,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMeBD-1,,v_dekwanamaquiritarimaqu1238,mMeBD,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMeBD-2,,v_dekwanamaquiritarimaqu1238,mMeBD,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMyBD-1,,v_dekwanamaquiritarimaqu1238,mMyBD,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMyBD-2,,v_dekwanamaquiritarimaqu1238,mMyBD,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMeZD-1,,v_dekwanamaquiritarimaqu1238,mMeZD,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMeZD-2,,v_dekwanamaquiritarimaqu1238,mMeZD,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMyZD-1,,v_dekwanamaquiritarimaqu1238,mMyZD,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMyZD-2,,v_dekwanamaquiritarimaqu1238,mMyZD,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFBeS-1,,v_dekwanamaquiritarimaqu1238,mFBeS,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFBeS-2,,v_dekwanamaquiritarimaqu1238,mFBeS,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFByS-1,,v_dekwanamaquiritarimaqu1238,mFByS,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFByS-2,,v_dekwanamaquiritarimaqu1238,mFByS,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFZeS-1,,v_dekwanamaquiritarimaqu1238,mFZeS,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFZeS-2,,v_dekwanamaquiritarimaqu1238,mFZeS,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFZyS-1,,v_dekwanamaquiritarimaqu1238,mFZyS,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFZyS-2,,v_dekwanamaquiritarimaqu1238,mFZyS,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFBeD-1,,v_dekwanamaquiritarimaqu1238,mFBeD,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFBeD-2,,v_dekwanamaquiritarimaqu1238,mFBeD,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFByD-1,,v_dekwanamaquiritarimaqu1238,mFByD,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFByD-2,,v_dekwanamaquiritarimaqu1238,mFByD,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFZeD-1,,v_dekwanamaquiritarimaqu1238,mFZeD,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFZeD-2,,v_dekwanamaquiritarimaqu1238,mFZeD,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFZyD-1,,v_dekwanamaquiritarimaqu1238,mFZyD,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mFZyD-2,,v_dekwanamaquiritarimaqu1238,mFZyD,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMBeS-1,,v_dekwanamaquiritarimaqu1238,mMBeS,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMBeS-2,,v_dekwanamaquiritarimaqu1238,mMBeS,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMByS-1,,v_dekwanamaquiritarimaqu1238,mMByS,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMByS-2,,v_dekwanamaquiritarimaqu1238,mMByS,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMZeS-1,,v_dekwanamaquiritarimaqu1238,mMZeS,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMZeS-2,,v_dekwanamaquiritarimaqu1238,mMZeS,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMZyS-1,,v_dekwanamaquiritarimaqu1238,mMZyS,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMZyS-2,,v_dekwanamaquiritarimaqu1238,mMZyS,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMBeD-1,,v_dekwanamaquiritarimaqu1238,mMBeD,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMBeD-2,,v_dekwanamaquiritarimaqu1238,mMBeD,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMByD-1,,v_dekwanamaquiritarimaqu1238,mMByD,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMByD-2,,v_dekwanamaquiritarimaqu1238,mMByD,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMZeD-1,,v_dekwanamaquiritarimaqu1238,mMZeD,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMZeD-2,,v_dekwanamaquiritarimaqu1238,mMZeD,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMZyD-1,,v_dekwanamaquiritarimaqu1238,mMZyD,waiɲe,waiɲe,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-mMZyD-2,,v_dekwanamaquiritarimaqu1238,mMZyD,yāʔko,yāʔko,,Inferred; NA,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fB-1,,v_dekwanamaquiritarimaqu1238,fB,-nuwā-dɨ,-nuwā-dɨ,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fyB-1,,v_dekwanamaquiritarimaqu1238,fyB,šīʔčɨ,šīʔčɨ,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fF-1,,v_dekwanamaquiritarimaqu1238,fF,haha,haha,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fM-1,,v_dekwanamaquiritarimaqu1238,fM,denɨ,denɨ,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fC-1,,v_dekwanamaquiritarimaqu1238,fC,nnedɨ,nnedɨ,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fS-1,,v_dekwanamaquiritarimaqu1238,fS,nnedɨ,nnedɨ,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fD-1,,v_dekwanamaquiritarimaqu1238,fD,nnedɨ,nnedɨ,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fFF-1,,v_dekwanamaquiritarimaqu1238,fFF,kōko,kōko,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fFM-1,,v_dekwanamaquiritarimaqu1238,fFM,-tamū-du,-tamū-du,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fMF-1,,v_dekwanamaquiritarimaqu1238,fMF,kōko,kōko,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fMM-1,,v_dekwanamaquiritarimaqu1238,fMM,-tamū-du,-tamū-du,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fSS-1,,v_dekwanamaquiritarimaqu1238,fSS,hādɨ,hādɨ,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fSD-1,,v_dekwanamaquiritarimaqu1238,fSD,hādɨ,hādɨ,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fDS-1,,v_dekwanamaquiritarimaqu1238,fDS,hādɨ,hādɨ,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fDD-1,,v_dekwanamaquiritarimaqu1238,fDD,hādɨ,hādɨ,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fFB-1,,v_dekwanamaquiritarimaqu1238,fFB,haha,haha,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fFZ-1,,v_dekwanamaquiritarimaqu1238,fFZ,waynɲeʔney,waynɲeʔney,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fMB-1,,v_dekwanamaquiritarimaqu1238,fMB,yawo,yawo,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fMZ-1,,v_dekwanamaquiritarimaqu1238,fMZ,denɨ,denɨ,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fBS-1,,v_dekwanamaquiritarimaqu1238,fBS,honɨ,honɨ,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fBS-2,,v_dekwanamaquiritarimaqu1238,fBS,honɨ-kə,honɨ-kə,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fBD-1,,v_dekwanamaquiritarimaqu1238,fBD,hāse,hāse,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fZS-1,,v_dekwanamaquiritarimaqu1238,fZS,honɨ,honɨ,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fZS-2,,v_dekwanamaquiritarimaqu1238,fZS,honɨ-kə,honɨ-kə,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fZD-1,,v_dekwanamaquiritarimaqu1238,fZD,hāse,hāse,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fFZD-1,,v_dekwanamaquiritarimaqu1238,fFZD,waiɲe,waiɲe,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fFZD-2,,v_dekwanamaquiritarimaqu1238,fFZD,yāʔko,yāʔko,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fFBD-1,,v_dekwanamaquiritarimaqu1238,fFBD,waiɲe,waiɲe,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fFBD-2,,v_dekwanamaquiritarimaqu1238,fFBD,yāʔko,yāʔko,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fMBD-1,,v_dekwanamaquiritarimaqu1238,fMBD,waiɲe,waiɲe,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fMBD-2,,v_dekwanamaquiritarimaqu1238,fMBD,yāʔko,yāʔko,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fMZD-1,,v_dekwanamaquiritarimaqu1238,fMZD,waiɲe,waiɲe,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fMZD-2,,v_dekwanamaquiritarimaqu1238,fMZD,yāʔko,yāʔko,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fFBS-1,,v_dekwanamaquiritarimaqu1238,fFBS,waiɲe,waiɲe,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fFBS-2,,v_dekwanamaquiritarimaqu1238,fFBS,yāʔko,yāʔko,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fFZS-1,,v_dekwanamaquiritarimaqu1238,fFZS,waiɲe,waiɲe,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fFZS-2,,v_dekwanamaquiritarimaqu1238,fFZS,yāʔko,yāʔko,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fMBS-1,,v_dekwanamaquiritarimaqu1238,fMBS,waiɲe,waiɲe,,,hall_kwana_2015,,,,
v_dekwanamaquiritarimaqu1238-fMBS-2,,v_dekwanamaquiritarimaqu1238,fMBS,yāʔko,yāʔko,,,hall_kwana_2015,,,,
